nameOfIssuer,cusip,value,shares,sshPrnamtType,putCall,investmentDiscretion,otherManager,soleVotingAuthority,sharedVotingAuthority,noneVotingAuthority,ownedBy,ownedByName
SPDR INDEX SHS FDS,78463X681,52,1186,SH,,DFND,5,1186,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X699,5,245,SH,,DFND,5,245,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X715,0,8,SH,,DFND,2,8,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X715,62,3304,SH,,DFND,3,3104,0,200,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X749,74,1584,SH,,DFND,2,1584,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X749,10455,223112,SH,,DFND,3,195071,0,28041,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X749,564,12035,SH,,DFND,5,12035,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X749,308,6565,SH,,DFND,8,6565,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X749,50,1075,SH,,DFND,11,1075,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X749,72,1531,SH,,DFND,21,1531,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X756,445,11193,SH,,DFND,2,11193,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X756,2572,64755,SH,,DFND,3,60135,0,4620,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X756,76,1913,SH,,DFND,5,1913,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X756,4,111,SH,,DFND,21,111,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X756,10,240,SH,,DFND,23,240,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X772,722,20010,SH,,DFND,2,20010,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X772,1785,49508,SH,,DFND,3,34287,0,15221,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X772,3780,104837,SH,,DFND,5,104837,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X772,35,969,SH,,DFND,21,969,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X806,172,3100,SH,,DFND,13,3100,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X848,43,1371,SH,,DFND,3,771,0,600,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X855,2043,45402,SH,,DFND,5,45402,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X863,485,13447,SH,,DFND,2,13447,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X863,987,27349,SH,,DFND,3,23965,0,3384,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X863,37,1015,SH,,DFND,5,1015,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X863,38,1052,SH,,DFND,11,1052,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X863,41,1135,SH,,DFND,19,1135,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X863,1,25,SH,,OTR,19,0,0,25,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X863,141,3898,SH,,DFND,21,3898,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X863,24,670,SH,,DFND,,670,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X871,400,13800,SH,,DFND,3,1106,0,12694,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X871,81,2776,SH,,DFND,21,2776,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X871,5148,177519,SH,,DFND,23,149881,0,27638,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X871,38,1297,SH,,DFND,24,0,0,1297,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X889,505,19665,SH,,DFND,2,19665,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X889,1720,66914,SH,,DFND,3,64604,0,2310,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X889,21,825,SH,,DFND,5,825,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X889,311,12103,SH,,DFND,21,12103,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A102,6118,101086,SH,,DFND,3,99676,0,1410,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A102,46,760,SH,,DFND,5,760,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A102,84,1384,SH,,DFND,15,1384,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A128,81,917,SH,,DFND,2,917,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A144,6,189,SH,,DFND,2,189,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A144,19,606,SH,,DFND,5,606,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A144,35,1114,SH,,DFND,8,1114,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A151,1,33,SH,,DFND,2,33,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A151,286,9261,SH,,DFND,3,9127,0,134,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A151,742,24041,SH,,DFND,5,24041,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A151,162,5248,SH,,DFND,8,4208,1040,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A201,940,4515,SH,,DFND,3,4391,0,124,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A201,16,76,SH,,DFND,21,76,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A284,742,13260,SH,,DFND,3,13260,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A284,1587,28362,SH,,DFND,21,28362,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A292,1132,26992,SH,,DFND,2,26992,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A292,536,12783,SH,,DFND,3,12183,0,600,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A292,565,13467,SH,,DFND,5,13467,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A292,100,2385,SH,,DFND,8,2385,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A292,48,1153,SH,,DFND,11,1153,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A300,199,1674,SH,,DFND,3,938,0,736,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A300,41,342,SH,,DFND,21,342,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A334,232,7931,SH,,DFND,2,7931,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A334,5,178,SH,,DFND,3,178,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A334,105,3581,SH,,DFND,8,3581,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A334,31,1068,SH,,DFND,21,68,0,1000,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A359,11520,252352,SH,,DFND,3,242103,0,10249,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A359,329,7212,SH,,DFND,5,7212,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A359,4193,91844,SH,,DFND,7,0,91844,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A359,1544,33823,SH,,DFND,8,13582,20241,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A359,14,300,SH,,DFND,19,300,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A359,6,139,SH,,DFND,21,139,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A359,187,4100,SH,,DFND,,4100,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A367,153,3848,SH,,DFND,2,3848,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A367,3827,95991,SH,,DFND,3,95371,0,620,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A367,10,244,SH,,DFND,21,244,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A375,210,6201,SH,,DFND,2,6201,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A375,2449,72233,SH,,DFND,3,70622,0,1611,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A375,192,5674,SH,,DFND,5,5674,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A375,615,18133,SH,,DFND,8,213,17920,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A375,145,4286,SH,,DFND,21,4286,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A383,9,332,SH,,DFND,3,332,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A383,20,752,SH,,DFND,5,752,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A383,16,608,SH,,DFND,21,608,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A391,188,7058,SH,,DFND,2,7058,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A391,183,6884,SH,,DFND,3,6884,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A391,43,1625,SH,,DFND,8,1625,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A391,174,6535,SH,,DFND,21,6535,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A409,30,285,SH,,DFND,2,285,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A409,72,684,SH,,DFND,3,165,0,519,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A409,1034,9816,SH,,DFND,5,9816,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A409,66,628,SH,,DFND,21,628,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A417,12758,350000,SH,Call,DFND,3,350000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A417,12758,350000,SH,Put,DFND,3,350000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A417,53007,1454250,SH,,DFND,1,1454250,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A417,15528,425995,SH,,DFND,2,425995,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A417,33143,909279,SH,,DFND,3,792359,0,116920,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A417,1804,49482,SH,,DFND,5,49482,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A417,2726,74776,SH,,DFND,7,0,74776,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A417,1293,35471,SH,,DFND,8,7946,27525,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A417,136,3728,SH,,DFND,11,3728,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A417,109,3000,SH,,DFND,13,3000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A417,90578,2485000,SH,,DFND,16,2485000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A417,3767,103342,SH,,DFND,19,103342,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A417,45796,1256404,SH,,DFND,21,1220545,0,35859,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A474,1067,34964,SH,,DFND,2,34964,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A474,1918,62832,SH,,DFND,3,60332,0,2500,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A474,63,2075,SH,,DFND,5,2075,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A474,29,935,SH,,DFND,21,935,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A490,500,9609,SH,,DFND,2,9609,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A490,477,9174,SH,,DFND,3,9174,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A490,8,150,SH,,DFND,5,150,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A508,26,238,SH,,DFND,2,238,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A508,243,2216,SH,,DFND,3,60,0,2156,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A508,4911,44865,SH,,DFND,5,44865,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A516,525,20195,SH,,DFND,3,11695,0,8500,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A516,377,14508,SH,,DFND,5,14508,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A516,64,2481,SH,,DFND,21,2481,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A516,468,18000,SH,,SOLE,,18000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A532,582,10785,SH,,DFND,3,10718,0,67,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A532,6,109,SH,,DFND,5,109,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A532,11,195,SH,,DFND,15,195,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A540,1320,19040,SH,,DFND,3,18202,0,838,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A573,509,9695,SH,,DFND,2,9695,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A573,7,132,SH,,DFND,3,132,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A573,118,2250,SH,,DFND,5,2250,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A581,10,200,SH,,DFND,3,200,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A599,36,660,SH,,DFND,3,0,0,660,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A607,2206,23633,SH,,DFND,3,21895,0,1738,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A607,131,1402,SH,,DFND,5,1402,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A607,9,93,SH,,DFND,19,93,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A607,397,4248,SH,,DFND,21,4248,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A607,16,170,SH,,DFND,,170,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A631,83,1312,SH,,DFND,2,1312,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A631,1648,26013,SH,,DFND,3,25627,0,386,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A631,24,385,SH,,DFND,5,385,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A631,13,200,SH,,DFND,8,200,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A649,558,9795,SH,,DFND,2,9795,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A649,1056,18553,SH,,DFND,3,17378,0,1175,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A649,554,9734,SH,,DFND,21,9734,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A656,43,764,SH,,DFND,3,764,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A656,58,1033,SH,,DFND,5,1033,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A656,75,1341,SH,,DFND,21,1341,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A664,4769,69231,SH,,DFND,2,69231,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A664,309,4487,SH,,DFND,3,4487,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A664,55,800,SH,,DFND,5,800,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A664,35,503,SH,,DFND,21,503,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A672,1462,24507,SH,,DFND,2,24507,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A672,218,3652,SH,,DFND,3,3652,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A672,58,969,SH,,DFND,5,969,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A672,22,361,SH,,DFND,21,361,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A680,49704,1087624,SH,,DFND,3,1052059,0,35565,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A680,5039,110254,SH,,DFND,5,110254,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A680,999,21852,SH,,DFND,8,21852,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A680,12,257,SH,,DFND,21,257,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A698,189,3406,SH,,DFND,2,3406,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A698,18451,332035,SH,,DFND,3,294960,0,37075,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A698,697,12550,SH,,DFND,4,0,12550,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A698,6553,117920,SH,,DFND,5,117920,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A698,69,1250,SH,,DFND,7,0,1250,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A698,212,3816,SH,,DFND,8,3816,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A698,51,915,SH,,DFND,15,915,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A698,22,400,SH,,DFND,21,400,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A698,613,11040,SH,,DFND,24,2025,0,9015,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A706,80,1138,SH,,DFND,3,1138,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A714,2204,50000,SH,Call,DFND,3,50000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A714,44,1000,SH,Put,DFND,2,1000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A714,131637,2987000,SH,Put,DFND,3,2987000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A714,94,2124,SH,,DFND,2,2124,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A714,7803,177059,SH,,DFND,3,177059,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A714,11,250,SH,,DFND,19,250,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A714,9,200,SH,,DFND,21,200,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A722,204,5214,SH,,DFND,2,5214,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A722,106,2701,SH,,DFND,3,2076,0,625,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A722,1567,40090,SH,,DFND,5,40090,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A722,71,1825,SH,,DFND,8,1825,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A730,2605,62900,SH,Call,DFND,2,62900,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A730,21083,509000,SH,Call,DFND,3,509000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A730,5380,129900,SH,Put,DFND,2,129900,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A730,99768,2408700,SH,Put,DFND,3,2408700,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A730,80613,1946237,SH,,DFND,3,1931924,0,14313,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A730,16,380,SH,,DFND,5,380,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A730,31,743,SH,,DFND,21,743,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A730,33,800,SH,,DFND,24,0,0,800,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A730,113,2718,SH,,DFND,,2718,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A748,332,14863,SH,,DFND,3,13613,0,1250,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A748,14,622,SH,,DFND,5,622,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A755,247,8114,SH,,DFND,2,8114,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A755,1486,48857,SH,,DFND,3,44670,0,4187,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A755,70,2305,SH,,DFND,5,2305,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A755,61,2000,SH,,DFND,11,2000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A763,1003,11727,SH,,DFND,2,11727,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A763,84980,993224,SH,,DFND,3,835284,0,157940,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A763,51661,603802,SH,,DFND,5,603802,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A763,18559,216910,SH,,DFND,7,0,216910,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A763,2143,25043,SH,,DFND,8,20948,4095,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A763,1846,21575,SH,,DFND,9,21575,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A763,114,1330,SH,,DFND,11,1330,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A763,63971,747674,SH,,DFND,19,746829,0,845,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A763,1427,16681,SH,,OTR,19,16681,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A763,2487,29066,SH,,DFND,21,28266,0,800,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A763,471,5500,SH,,DFND,23,5500,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A763,2326,27186,SH,,DFND,29,27186,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A763,45,525,SH,,DFND,,525,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A771,1230,27405,SH,,DFND,3,26917,0,488,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A771,256,5703,SH,,DFND,5,5703,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A789,585,7057,SH,,DFND,3,7005,0,52,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A789,25,298,SH,,DFND,5,298,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A797,10868,250000,SH,Call,DFND,3,250000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A797,10885,250400,SH,Put,DFND,3,250400,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A797,196,4509,SH,,DFND,2,4509,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A797,44686,1027979,SH,,DFND,3,1009856,0,18123,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A797,1220,28059,SH,,DFND,5,28059,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A797,61,1405,SH,,DFND,8,1079,326,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A797,217,5000,SH,,DFND,19,5000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A797,11,252,SH,,DFND,21,252,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A797,16,374,SH,,DFND,23,374,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A797,26,590,SH,,SOLE,,590,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A805,71,422,SH,,DFND,2,422,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A805,77,458,SH,,DFND,5,458,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A813,24,200,SH,,DFND,2,200,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A813,6058,50135,SH,,DFND,3,39256,0,10879,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A813,37,305,SH,,DFND,5,305,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A813,4,31,SH,,DFND,15,31,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR SERIES TRUST,78464A813,167,1381,SH,,DFND,21,1381,0,0,1000275,ROYAL  BANK  OF  CANAD
